x,y,value
146,311,0.14662418330224203
368,161,0.15279231395633128
286,143,0.11960574717132193
339,133,0.105886264326804
182,341,0.1064523942266501
292,182,0.11793557925538686
427,20,0.08744625266705032
246,189,0.15562418381442325
801,145,0.1570081635860031
386,120,0.1356863778787851
553,22,0.08452028585553607
246,247,0.1574734495750032
289,117,0.05724291857307127
613,66,0.14905258107729183
344,145,0.07331277678997765
608,81,0.09543769476225367
166,256,0.11826222208544618
820,180,0.17790523288094984
333,89,0.046936761225436
796,178,0.1706629216357373
238,236,0.1545768981039859
615,69,0.1554750086373331
596,36,0.14870754609422152
495,2,0.07468365816425784
579,21,0.05864834441104234
265,257,0.13985902772629516
762,103,0.14763426331736684
814,168,0.17063523476252862
247,188,0.15645764903638773
216,275,0.14862317427275126
782,156,0.15313186902447137
1221,256,0.04673119489008638
171,311,0.08139812467909543
188,321,0.11458064103491465
685,46,0.1366586270094096
175,263,0.08804037921646764
352,174,0.10234247132660533
174,240,0.1367993113951838
629,36,0.13064337999656386
283,211,0.10226333500163223
787,137,0.06997977942961017
264,149,0.0993416483004917
193,349,0.1213805592772546
269,241,0.09842821014449646
383,124,0.14298901271949574
474,71,0.048430181329175315
799,151,0.062461004781845735
594,59,0.06607476246569276
783,123,0.15139192786709696
136,277,0.12366830010717535
407,56,0.09555359087797195
623,90,0.08645220580135386
358,89,0.08473194989833677
270,215,0.12507125675654376
361,114,0.10547522023837634
469,71,0.09523210866225248
581,98,0.14924448441673807
289,74,0.1672830894774662
594,97,0.1567047079074969
398,47,0.10208231384238464
574,6,0.16022361574393393
212,238,0.1554151070676209
278,230,0.06629589862227159
213,319,0.14727893515241977
203,248,0.09779485394011471
447,13,0.0872201485310936
284,123,0.04519916856382639
465,87,0.12826524545476092
518,17,0.08593634800446615
460,36,0.0858756502322159
152,315,0.14473002495869552
560,39,0.08205167005838201
570,19,0.06627317028376015
266,145,0.09729160450881431
311,186,0.09204945980847776
249,222,0.13469728091204816
735,80,0.13016207030121732
613,16,0.14129268390619656
333,114,0.12985578651903612
171,239,0.14045659990402434
210,240,0.14185707171702172
196,279,0.1451350655735336
257,156,0.08414259767741278
521,90,0.14106554690045073
355,53,0.14261640411025286
722,86,0.045469320653559
362,132,0.14242076395342504
208,245,0.10438740803789534
177,240,0.13455217189393204
286,100,0.09320503696361498
332,100,0.050482446873299856
263,226,0.1451187587811925
546,2,0.1329182666784022
162,333,0.14976258450587895
255,173,0.10023974395162089
426,83,0.15378307794858842
336,68,0.1617747134012645
521,74,0.05497010385978857
292,112,0.07075581439417321
521,89,0.13989314600503056
492,2,0.1091634645848652
404,45,0.10393658841772827
360,55,0.07219576667776129
212,334,0.13134483351455975
680,42,0.1577152343577027
469,67,0.11479124153475455
210,339,0.12430342427798212
369,156,0.1631412535787915
533,50,0.07188614174464092
347,59,0.14495970103207406
561,4,0.16907743113639034
532,84,0.07978661014995013
295,116,0.14683623830889386
617,75,0.11735230670482516
476,3,0.16352882438474092
436,69,0.07169470348580351
252,123,0.10162469374864772
423,71,0.11576222925707982
300,68,0.17703147082743317
361,107,0.1100511248101218
264,106,0.1664646275702399
709,81,0.12671217431145831
198,350,0.12101210455541345
600,13,0.14819294574167535
235,239,0.13891294196312087
168,270,0.11477616966700208
267,172,0.13118668526108082
189,280,0.08989690124897452
745,87,0.14742475324102744
251,279,0.15714296700452915
316,141,0.13760621922856964
701,66,0.10139889920263302
160,286,0.139776143777438
633,76,0.14695125501149514
501,16,0.08137203750086906
237,205,0.135547504770792
561,40,0.08023093785179226
246,147,0.1232348716146247
368,74,0.1053067116395282
424,15,0.1557855773528009
296,150,0.15014263781002737
566,83,0.09121419151523338
731,77,0.13501157461501567
192,288,0.15894162008143922
822,184,0.17655156119457935
338,120,0.09332958981585059
504,22,0.08574851316809151
333,165,0.12996656842768514
413,28,0.08138136089912539
410,89,0.14229120425173108
334,247,6.760867328175793e-4
227,309,0.11655890744142096
511,42,0.05055061566362876
193,271,0.11235147423124613
661,53,0.1389956742828196
253,170,0.1060170676549903
234,208,0.15742426630259998
358,51,0.1492156810483911
181,281,0.1277584882422247
283,83,0.16507563101695744
192,342,0.09426572725510862
244,194,0.15216062208255524
163,336,0.14437096809960095
162,317,0.0597057954095593
265,160,0.13093097996909606
257,127,0.07921820405804683
525,79,0.02540819159566389
266,237,0.1055459329272313
777,136,0.09676867381977033
237,294,0.13714633788044794
612,27,0.1330645445283391
345,60,0.14507525663317208
175,341,0.09539135609680997
266,256,0.13382380808319544
289,73,0.16671355562551554
229,214,0.13870806865479965
273,192,0.15469152163602432
372,95,0.09339971510660068
289,206,0.10309371706573213
480,2,0.17134109035184494
429,13,0.1588924185584682
265,100,0.17327360626063523
233,266,0.15681767386627374
280,235,0.14667678948642998
285,78,0.16634758027061156
284,202,0.08105469293541079
282,234,0.13652847256463987
628,91,0.11445435729099378
614,81,0.16020609695400087
255,270,0.14025676929411393
586,98,0.153156527071161
220,295,0.1600415734401548
363,161,0.15245659506377485
370,112,0.10058587517011017
1221,228,0.04673119489008638
212,244,0.16224955762963778
648,54,0.1213463730280007
346,151,0.15468605116269166
162,332,0.1429000524092
712,63,0.13530841350211192
628,74,0.12494616968591724
397,45,0.09037545556056417
185,242,0.11831329758109155
346,152,0.15129554558839187
183,325,0.10162168936189518
461,10,0.08810679111308385
477,2,0.1651433572963873
249,158,0.13847169514261895
717,67,0.13207976515318037
618,30,0.15477323679765326
630,90,0.13164702976333548
411,26,0.05121512981238251
748,91,0.16023820822258825
381,59,0.08199705439109274
444,79,0.10835036734317291
551,107,0.15826009699152563
354,177,0.10967070771342485
217,244,0.1608794343707005
420,83,0.15263176986507201
271,190,0.16555503005077452
324,96,0.08806274121447509
693,71,0.14750313573442203
578,99,0.1513122956136438
243,221,0.058047311514550295
329,170,0.13936303215453708
289,153,0.09339497969258508
283,132,0.09589754857196281
649,76,0.11752114687893701
308,87,0.15147617423376722
225,300,0.14464072725946925
269,251,0.13763495701995662
159,339,0.14883430429011038
746,88,0.15784985600079174
262,110,0.16276739930626247
315,191,0.1577442901292011
462,70,0.10995489233127727
182,326,0.1064917825471546
283,82,0.16600314943649683
263,186,0.16851325444145393
813,200,0.1732418533419276
775,130,0.10515825720299317
433,62,0.08798891742384615
182,246,0.11969628427674417
448,20,0.10096830077755994
264,107,0.16410965680688133
711,63,0.13576270003488133
771,119,0.07825690000511888
674,50,0.10429725683736342
1221,261,0.04673119489008638
574,63,0.060998409171191724
353,88,0.07501822112596922
328,97,0.04968829739567914
592,32,0.11721451167373585
753,101,0.06856615388621874
626,88,0.08216313818517816
463,44,0.08305835742317909
785,150,0.08508618046338104
157,335,0.15593531877307773
265,146,0.09740769304789597
509,32,0.06699532340055991
409,89,0.1357366485479508
283,231,0.1360608801029417
614,82,0.154692635386788
406,23,0.16684856083176589
155,288,0.1390796763717901
155,310,0.13278290712139343
599,96,0.1579466713097021
223,222,0.14539642864243135
197,288,0.15654388956577694
748,92,0.15538436836771072
385,117,0.12988478162343586
634,38,0.13191593682051142
295,150,0.1493496902179293
349,76,0.09698595199314371
195,288,0.15358095118433046
205,242,0.09616025917870018
376,116,0.07598578003296094
292,181,0.1310510290722163
287,174,0.0789827201676187
275,215,0.043813594575596755
183,337,0.11514831893386872
220,269,0.13365645004896048
794,175,0.1706814418922527
542,10,0.08078079205695812
226,301,0.12553632177004698
562,42,0.07690102849815333
489,47,0.10531023166501934
298,146,0.14791576917046817
299,68,0.17669521420011447
214,318,0.15189489212812768
642,44,0.14304216620947502
223,256,0.14865566969015753
173,341,0.10895433005569656
263,117,0.09523099719475907
562,110,0.15430249168597804
503,82,0.09694956574133036
470,75,0.13100258287449612
335,164,0.12654292579694057
341,135,0.10621942374798762
209,343,0.11641964946784632
283,114,0.0492749977972746
303,163,0.1318552711981814
465,76,0.15645028304974698
672,57,0.14358186369210968
418,30,0.10627404057610375
258,126,0.07969582276068021
529,24,0.09380949793029754
380,58,0.08039740814665843
537,44,0.08036887893701002
787,128,0.12972688322195597
577,20,0.07184589420318162
153,291,0.12931220045369007
235,263,0.15984497771681971
517,78,0.10641374073680715
217,231,0.13962783948000293
549,101,0.06649161019199103
496,85,0.10299098314354094
613,28,0.14144501360694775
294,139,0.0859418404962237
818,176,0.17249938258731687
244,197,0.1398770757934096
239,283,0.07519104430678471
649,77,0.1130919112240536
225,252,0.14829387026192395
403,51,0.09898724869270757
248,222,0.12831098625518703
356,58,0.06990947230450598
400,32,0.09850355453771895
318,187,0.13931288665923935
295,216,0.1606223825320819
564,72,0.08560989471361097
249,205,0.06844156655549447
325,129,0.12536795540669884
157,326,0.1293446248173128
412,34,0.10372509890140535
804,192,0.17506377695990546
325,78,0.13861874804231386
727,74,0.14655544502133985
220,318,0.1512398884447776
623,77,0.11365030696166309
584,98,0.1516959526536964
306,158,0.15024347231106175
608,74,0.10215500205290022
570,107,0.1296134131764991
752,120,0.14571603407308883
296,114,0.14212110676883327
582,8,0.15852626873087267
502,5,0.08337120330183047
646,38,0.10499318628963823
461,5,0.15638087167516262
655,71,0.15813316648592696
596,49,0.0962000082117554
657,69,0.15173572822854084
233,300,0.15355766638934004
800,142,0.14828184524289093
226,251,0.1454816723991765
493,44,0.10434781304209438
161,268,0.13636453621425568
361,48,0.15994136678895832
518,7,0.06643627081575673
370,42,0.14525929863239856
269,216,0.12707729182919897
272,200,0.15988912902979713
622,32,0.135397082927258
596,76,0.08739717164322638
643,56,0.10520806233912049
332,159,0.06370754469114195
230,244,0.13580268624948832
449,21,0.10522314479151847
193,339,0.10202149930003974
792,170,0.16457430349133204
715,66,0.1263149198073973
488,2,0.11188947814381432
157,269,0.14271028004928277
573,5,0.15796654918374203
467,4,0.15406166944501548
812,164,0.17206601263568402
277,213,0.046611280457828294
544,2,0.10679978238445105
271,249,0.13426564043050981
212,330,0.12962229735782343
1221,423,0.04673119489008638
153,266,0.12285946212378297
322,173,0.05631869841174906
615,76,0.13845435739286563
507,40,0.0649043313272594
647,55,0.11003498339270516
165,339,0.13170810627006152
219,293,0.16223742573510994
495,85,0.10289683195786271
764,105,0.15533677979538257
145,285,0.11971728813402523
518,78,0.10974390449317582
363,162,0.15002487288676006
233,211,0.16084236619101674
777,150,0.12852603419448572
350,91,0.05513895221458268
817,173,0.17541645448004162
567,68,0.0868982380134328
155,315,0.1435041094325353
253,119,0.11830215853321646
222,260,0.14342389116014517
520,89,0.14201802874348043
326,94,0.07801660501739849
268,202,0.16543762836583786
155,274,0.12299874619408745
302,165,0.12588098440572973
794,174,0.17323550263243118
296,174,0.1289312134760413
179,241,0.13278363103909674
137,287,0.13052454329462587
761,102,0.13835143754630827
225,312,0.1235170096375315
281,135,0.055519526496730476
730,76,0.135436702288724
154,273,0.1310670920432887
308,76,0.17243846889784467
218,230,0.1381656335199794
239,291,0.13237577463634795
300,202,0.05921670986094111
205,247,0.0952968124312987
744,104,0.09559413807059354
386,115,0.12305962591852032
496,51,0.11810312078547817
297,104,0.06993043296064037
753,121,0.14249747492084144
566,90,0.07450539620408701
146,312,0.1455451647936823
335,77,0.07695528583802785
326,126,0.1512537717434527
242,262,0.06905480988282588
369,155,0.16113296910984837
772,142,0.1261075177534627
743,86,0.13935498726824233
667,35,0.10701778130703626
184,246,0.11573809927348486
489,50,0.11052789724534257
193,288,0.15573218848208145
222,315,0.139046090818184
728,81,0.06579033513754556
324,178,0.1329680513363499
432,93,0.09060553961520176
438,11,0.1567880237754449
463,76,0.14508472103090794
427,51,0.09243498221667813
296,145,0.14254979605252982
220,294,0.16047779503354667
200,282,0.15099724881441431
644,72,0.07699200072127742
246,142,0.137698658263721
348,148,0.1440616794673851
223,315,0.13249984092001815
341,156,0.1329318229872455
154,268,0.12137945116708128
757,109,0.11305892685134475
566,89,0.08081215202517882
327,75,0.14371110745191862
365,91,0.09179113962432225
560,102,0.09402124280819851
198,271,0.09487656836045659
272,105,0.06984890678480804
351,111,0.11326803053904362
148,269,0.11798038931301147
421,68,0.11153870633077184
552,107,0.16450558861461662
583,9,0.15274182951834447
719,90,0.1166920543307402
722,92,0.12192523737135473
271,89,0.16713306761579833
219,228,0.14704815357207862
780,154,0.14395383022897282
730,99,0.12083905376153169
276,205,0.15628390168422618
758,127,0.11279496426812075
233,291,0.0667595783586705
743,105,0.08179129431163323
681,42,0.153167791958158
711,69,0.06561326078220571
553,42,0.046275898356632976
413,66,0.11307492430324301
357,150,0.1406802867630388
810,160,0.17166293638346003
265,99,0.1710828996848185
332,118,0.15874853115795887
547,15,0.09078122921561546
782,155,0.1469622872428239
226,282,0.10118493072938076
672,44,0.058465081812651906
438,88,0.10400944117743861
243,249,0.15951083892565293
291,72,0.16942598658446456
810,199,0.17177962944755212
356,143,0.10787121889592263
187,350,0.1322111790312499
598,86,0.10216614135811199
491,65,0.1153493866770385
410,59,0.10344948208285316
431,82,0.14035641577509306
423,72,0.11903085080997342
577,7,0.16133394690617883
569,5,0.1580491361726237
367,44,0.15304874561298726
500,71,0.06850039075122409
269,153,0.08685184726005934
449,29,0.09729797687590615
427,77,0.08804944897112066
217,328,0.13113318536409718
218,258,0.14671292362239596
580,35,0.06005457513594914
410,50,0.09669191331620096
629,20,0.12460368644327013
273,145,0.11880880785457132
762,133,0.11770340383984983
742,85,0.13629654866191684
792,143,0.06808026760972534
504,5,0.08233301495463824
732,102,0.12247592562970537
344,168,0.11793877253789083
566,40,0.07371786097194029
149,314,0.14847621321164348
563,91,0.07000801191671825
241,231,0.1428724725143967
345,162,0.12313619188653326
241,255,0.14728243443493103
232,300,0.15557145461028005
211,244,0.1523412389822564
359,135,0.14068395909072223
583,98,0.1506436340870877
634,84,0.134942641355217
187,342,0.10234345124529257
198,265,0.09651558523253084
274,105,0.08943321837365248
797,178,0.16645129019157545
174,346,0.11436264804781801
293,70,0.17056871392375897
309,198,0.13520300842542532
165,258,0.11454775530452026
253,168,0.11582452714743223
362,146,0.14406332112500228
396,45,0.09130428740478101
819,178,0.17545402184623204
248,282,0.15615355177823334
234,227,0.10206435000479855
273,155,0.11359848081131432
476,86,0.12197052275613542
274,160,0.10100338891213569
169,270,0.11373780990616343
220,226,0.150273857735734
418,85,0.12626249149218224
